job_title,experience_level,industry,city,salary_median_gbp
6,2,3,9,11948
4,0,0,1,2500
2,1,2,3,2500
5,2,4,10,8606
9,2,3,7,14692
11,1,9,4,3090
3,0,7,9,3354
11,1,8,11,3764
4,0,4,1,2782
4,0,0,4,2500
0,1,0,7,2723
3,2,0,3,5641
4,2,11,2,7232
4,2,2,0,9322
6,0,6,7,6005
1,2,7,7,6733
0,2,7,5,5888
4,0,4,4,4066
10,0,1,5,3738
10,1,5,10,11548
7,1,10,1,10295
2,1,5,11,6075
2,1,9,11,2500
6,2,9,7,4425
7,0,7,6,2676
2,1,5,3,5525
7,2,3,1,15646
11,1,9,8,2884
10,0,6,11,9794
7,2,5,2,16077
5,2,7,9,7884
1,0,0,2,2500
7,1,5,2,7331
4,1,9,7,4324
11,1,10,0,6973
0,1,3,8,8838
9,1,1,0,4780
8,2,2,5,9007
10,1,4,3,7164
7,0,8,10,3801
8,1,10,8,8764
10,2,3,1,22700
5,2,3,5,12981
8,0,7,3,2933
4,1,11,7,3676
1,2,11,8,7150
6,2,8,11,5965
3,1,9,7,5730
5,1,8,8,4861
2,2,3,5,7913
5,0,5,9,6649
2,2,0,6,2614
1,0,8,9,2518
11,1,8,10,3554
11,0,4,11,2774
8,1,6,9,12143
10,1,9,8,4214
8,0,5,8,5936
11,2,6,8,10996
0,0,11,10,2500
5,2,2,1,8887
7,2,11,5,6675
1,2,4,3,8694
5,1,4,8,6392
9,1,4,8,5047
10,1,6,1,17140
4,0,0,2,2500
2,2,7,2,3672
9,1,0,3,2630
1,0,3,9,6929
9,1,5,1,10838
9,2,10,3,15500
1,0,3,7,6632
3,2,7,10,10210
8,1,11,9,4249
1,2,3,8,13499
8,2,6,5,17460
10,1,0,9,3734
4,1,4,7,5107
3,1,3,9,14274
6,1,0,2,2500
8,0,1,1,2901
8,2,5,11,10827
7,0,8,6,3376
5,2,0,8,3921
9,2,1,1,8441
0,0,9,9,2500
7,2,5,2,12916
7,2,11,11,7428
10,2,8,5,10716
10,0,1,9,3631
8,0,1,7,3243
4,1,1,6,4604
10,0,5,10,8324
5,0,3,1,7935
7,0,1,7,3084
0,1,7,8,3172
4,0,2,6,3571
6,1,1,7,2678
5,2,3,9,14821
8,0,7,7,2692
8,0,1,9,3457
7,2,8,3,6833
3,2,9,11,7871
10,2,2,6,11002
2,2,6,10,11742
0,1,3,6,7661
0,2,1,0,5757
0,0,2,11,3461
4,0,9,9,2500
6,2,3,11,11872
2,2,7,6,3900
4,2,2,3,7901
2,1,6,3,7100
7,2,6,6,19964
3,1,11,10,5142
7,1,1,11,4603
10,2,8,10,10328
5,0,6,0,8961
2,0,10,8,4308
6,1,7,4,3173
3,1,3,6,11808
3,2,3,5,22774
11,2,4,1,6568
10,2,0,3,5866
3,1,9,1,5048
11,2,2,7,6477
0,1,8,3,4690
10,1,7,3,6235
9,1,3,4,11764
4,0,2,0,3583
1,2,4,2,8048
11,2,7,1,4513
2,2,6,2,10428
8,2,7,9,6973
5,2,10,3,17843
3,1,11,3,5107
1,2,2,1,9972
3,2,7,2,7901
11,2,8,7,6772
7,1,11,11,4790
4,0,4,11,2747
1,2,0,4,4000
1,0,4,1,3409
8,0,8,7,2998
1,2,0,6,5326
7,0,2,3,4239
8,1,1,8,4836
1,2,0,9,4353
10,0,9,9,2748
2,2,6,3,8400
9,2,0,9,4955
8,1,9,11,3498
0,2,10,10,14546
6,0,8,2,2500
1,1,10,1,9759
7,2,10,5,13360
1,0,1,5,3309
6,2,0,2,2929
0,2,8,0,6670
8,1,9,8,2954
4,1,11,4,2965
10,0,2,1,5252
1,1,8,10,4893
7,0,3,10,5838
3,0,5,7,10838
11,2,5,9,10927
7,1,4,2,5126
11,1,0,7,2650
7,0,11,11,2557
11,1,5,8,7091
1,0,8,6,3105
7,1,9,9,3691
1,0,1,3,3172
4,1,2,1,4690
9,1,4,10,5120
1,1,1,10,4069
7,2,2,8,9518
10,0,10,3,9154
10,1,7,11,4943
7,0,2,5,4152
1,0,1,1,3050
1,0,9,2,2500
10,0,11,9,4282
0,0,4,9,2809
0,2,1,9,5994
3,1,8,10,7090
11,2,8,5,4362
9,0,1,7,3329
5,1,0,10,2747
11,1,4,2,4172
6,0,2,4,2791
3,1,3,9,13598
6,1,9,5,2500
1,1,5,6,9664
4,2,6,2,14629
9,0,5,11,6531
6,2,1,7,5380
10,0,4,3,5677
8,2,4,10,7460
4,0,2,0,3934
11,1,10,5,7791
2,1,5,8,5136
8,0,8,5,2793
3,2,3,6,22690
7,2,0,5,4998
10,1,4,8,6772
8,2,0,9,4248
4,0,6,10,5562
2,0,0,11,2500
0,1,6,6,12787
10,1,9,2,5153
10,0,7,0,4072
10,2,9,1,8019
1,1,7,2,4398
4,0,3,2,6735
3,2,9,3,7877
1,0,10,4,6925
11,1,3,3,8463
7,2,11,6,6486
11,1,5,0,6514
4,0,1,4,3228
0,1,3,6,12326
5,0,0,11,2500
2,2,2,1,5133
3,0,1,6,4090
6,1,2,0,3815
1,0,4,11,3696
8,1,3,9,9635
0,1,7,11,4586
11,1,7,3,3741
6,0,0,2,2500
1,1,11,7,3707
10,0,11,6,3691
7,1,1,7,4380
5,1,2,8,6231
8,2,3,7,16914
2,0,5,9,3653
7,1,4,9,4586
1,1,10,5,10904
3,0,1,3,4742
8,0,0,6,2500
11,1,6,3,7868
3,2,2,2,10391
3,2,3,5,21535
11,1,9,4,3368
10,2,7,2,9003
9,2,11,0,5902
0,0,4,11,2841
0,0,10,11,6762
8,2,0,6,4283
10,1,10,9,10151
5,0,11,5,3243
0,2,2,6,7641
6,0,8,3,2500
7,1,4,2,4517
6,1,8,5,3758
1,1,7,11,4100
11,1,5,0,6487
0,1,8,5,4709
10,2,0,5,6273
8,1,11,2,3476
3,0,5,0,10480
7,2,7,6,7562
9,0,10,3,5799
8,0,9,10,2500
5,1,7,9,5003
8,0,3,1,7988
4,2,0,10,3918
9,0,6,11,8028
7,1,11,6,3831
1,1,2,4,5688
11,2,3,2,16001
7,0,5,7,7058
1,2,1,8,8154
7,2,4,5,8478
6,1,0,6,2500
5,0,2,1,4478
10,0,8,7,3915
3,1,2,0,8214
3,2,9,8,8193
11,2,10,10,8811
9,0,11,0,2617
5,1,2,0,5488
6,2,8,1,5327
3,0,9,10,4559
7,1,11,1,4345
8,1,5,7,9664
1,1,3,8,11731
3,2,7,3,10396
4,1,1,3,5075
0,2,3,10,14242
10,1,6,8,15474
0,1,6,11,9957
1,0,0,8,2500
11,2,8,10,7418
1,2,11,0,4802
1,2,3,10,15519
8,0,5,10,7438
5,1,5,3,9245
0,0,2,8,3601
1,1,5,10,10261
4,1,3,0,8790
4,0,7,10,2500
1,2,0,6,3987
1,1,7,10,3952
7,1,9,2,4070
4,2,10,8,16522
10,2,0,10,5679
2,2,5,10,8257
2,1,11,7,2500
8,1,3,3,9292
0,1,6,6,10967
1,2,5,8,14144
10,0,4,2,5871
5,2,10,1,13836
4,2,6,10,15292
4,2,11,4,7053
0,2,4,6,8294
1,2,2,8,10526
3,0,10,7,8633
0,0,6,6,6956
5,0,5,6,5735
3,2,8,2,11865
0,2,1,10,6903
10,0,1,6,4254
10,2,6,11,27749
10,1,9,3,4681
1,2,11,10,6847
3,1,10,5,11887
9,1,3,9,9967
1,1,8,4,4788
4,0,3,1,8339
5,0,11,0,3132
6,1,11,7,2500
6,2,10,1,9524
4,1,5,8,7562
8,2,10,10,14551
0,0,7,8,2695
4,0,7,1,2500
6,0,0,4,2500
8,2,6,5,14278
1,1,2,9,5691
8,0,6,0,8342
6,1,2,7,3133
1,2,11,0,5604
7,2,0,0,4409
8,1,1,6,3962
5,0,8,9,3179
3,0,2,6,5988
9,2,11,7,7294
10,0,2,3,5570
11,1,10,8,6862
10,2,11,6,8566
10,1,5,8,8240
7,1,6,8,12888
5,0,11,4,3213
0,1,2,1,5809
8,2,0,10,4510
6,0,3,6,4593
2,0,6,7,4918
4,2,0,8,4925
2,2,1,8,5301
10,1,10,8,11684
9,1,9,9,3521
3,2,10,10,23435
7,2,4,3,9149
10,0,2,1,5001
4,1,3,7,9999
7,1,9,2,3271
2,1,10,6,5796
2,0,11,11,2500
4,0,11,4,2500
7,0,7,9,3533
7,2,3,11,12141
2,1,7,7,2500
10,2,6,0,26316
1,0,1,0,3452
1,2,3,7,17272
5,1,4,5,5113
6,0,10,10,4371
0,1,2,8,3539
0,0,2,2,4043
8,0,10,1,6624
1,1,10,4,8155
10,0,4,5,4344
0,1,10,9,7986
11,2,1,7,7180
2,0,4,7,2500
8,2,9,7,6430
10,2,0,8,6428
10,0,1,4,4535
10,1,2,9,7863
0,2,6,8,18362
6,1,0,4,2500
9,1,4,9,5140
9,0,0,7,2500
2,1,7,8,2565
7,2,7,6,5485
0,0,7,8,2500
1,2,3,1,15298
6,0,3,6,5166
4,1,0,11,2500
3,0,3,0,11473
2,2,7,7,4048
10,1,1,10,5616
9,2,8,3,8765
5,1,9,1,4382
9,2,3,6,15019
6,0,2,7,2758
4,0,7,1,2809
9,2,10,1,16242
1,0,6,5,6313
0,0,8,11,2500
8,0,3,10,5771
2,1,9,9,2500
5,0,8,3,3165
5,1,4,8,5790
7,2,2,2,6073
11,1,1,5,4126
0,0,4,11,3325
0,2,11,1,6893
11,1,4,0,3851
9,2,11,11,5352
6,0,1,11,2889
6,1,6,8,6642
0,0,4,11,2590
6,2,11,8,4772
11,2,7,5,6885
7,0,4,10,3791
8,1,2,4,4755
4,0,4,6,3668
6,0,1,0,2500
8,2,3,9,13779
8,1,7,5,4587
9,2,7,1,7688
3,0,6,0,9799
0,0,1,8,3942
5,0,10,0,7407
4,1,9,7,3155
8,2,3,10,17474
9,1,8,9,3663
6,1,3,3,7075
7,0,6,1,6922
2,0,2,7,2500
4,2,11,11,6063
10,2,11,10,5143
1,0,10,3,6576
5,1,6,3,10344
5,2,0,2,3836
9,2,1,2,5449
1,0,6,7,7622
6,1,4,3,3429
9,2,1,5,9287
0,1,5,10,9029
10,1,11,4,5048
2,1,6,8,6177
5,0,11,10,3261
10,0,8,4,3750
8,1,1,4,4644
0,2,7,10,5508
10,1,1,5,5822
1,1,5,2,8384
9,0,7,11,3111
1,1,8,7,4510
11,2,10,7,11250
11,2,8,11,6706
4,0,5,11,6455
4,2,6,11,17071
8,0,4,1,2913
4,2,4,6,6083
5,0,6,8,7482
0,0,8,3,3202
5,0,3,9,7348
4,2,4,9,6359
9,1,2,9,5131
3,0,10,3,9184
2,1,8,5,3190
8,0,9,10,2679
7,1,9,4,3592
5,2,9,4,6656
4,2,8,7,5676
8,1,0,2,3178
5,0,1,3,3844
6,2,5,3,8206
4,0,8,3,2872
7,1,3,9,10097
10,1,0,2,3147
10,0,5,7,9556
9,0,0,8,2500
4,2,0,8,4947
10,0,5,8,7271
8,1,10,7,9376
4,1,8,5,4318
10,1,6,6,15648
3,2,9,1,7592
11,0,3,8,6304
4,1,6,7,12264
8,0,5,7,6698
10,0,7,7,3110
8,1,5,9,8367
4,2,10,0,15695
7,2,8,10,6338
4,0,1,8,3912
3,0,10,9,9811
7,1,7,0,3098
0,1,4,4,3464
4,1,10,6,9628
3,1,8,2,5676
5,0,8,7,2764
1,1,11,7,4864
1,1,10,2,9464
3,2,10,1,21684
3,0,4,4,3866
5,2,6,3,19695
4,1,0,6,2702
2,0,4,10,2500
4,0,6,10,7044
5,0,11,5,3101
10,1,0,6,3295
4,1,5,2,9364
0,0,6,8,7176
7,2,2,9,8176
11,2,9,8,3878
6,1,8,5,2864
0,2,11,11,5981
2,2,8,4,3992
0,0,11,3,2784
0,1,5,2,9022
3,2,11,8,10956
1,0,3,10,7411
1,2,9,11,5134
9,1,9,9,4602
2,1,9,3,2576
8,1,8,3,4470
7,0,7,10,3274
1,0,3,11,6516
1,0,2,8,3587
11,0,5,6,5156
8,0,4,7,3216
8,2,0,1,3838
9,0,9,10,2806
4,2,5,11,16003
6,0,0,1,2500
7,1,8,1,5420
0,2,7,8,5713
7,2,10,6,15288
1,0,11,7,3019
3,0,3,0,9845
8,2,3,9,18290
6,2,4,8,6224
2,1,1,11,2579
2,2,8,7,5100
5,1,3,2,9188
10,1,4,2,6159
11,0,3,3,5441
1,2,4,8,8480
7,2,4,0,7232
7,2,1,8,6888
5,0,1,2,3882
3,0,10,0,9455
9,1,4,6,5638
3,1,5,3,15398
9,2,1,7,7962
6,0,6,2,5834
9,0,7,2,3503
0,2,3,9,16559
5,0,10,4,6896
9,0,9,5,2571
8,0,2,5,3441
7,0,5,4,7537
7,0,7,7,3054
3,2,6,5,30504
7,2,11,5,7474
6,2,4,3,4535
11,2,7,7,5312
1,1,8,9,4191
9,2,2,9,7529
4,2,7,2,6513
8,0,1,8,3134
5,0,8,5,2876
3,2,0,10,5265
1,0,11,7,2898
1,0,7,0,2912
8,2,11,2,5633
4,2,11,1,6637
11,1,10,6,8479
6,0,4,2,2902
6,0,11,4,2500
0,1,9,5,3645
9,0,5,4,5895
0,2,1,8,6139
11,2,0,5,3843
0,0,6,1,7198
